108年鱉溪共學現勘筆記|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=108年鱉溪共學現勘筆記|geometrytype=Point
108年鱉溪共學現勘筆記|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=108年鱉溪共學現勘筆記|geometrytype=Polygon
123|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=123
83處國家重要濕地 (#2)|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=83處國家重要濕地 (#2)
83處國家重要濕地|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=83處國家重要濕地
TBN_大坑溪_all|root/0A03_淡水河流域|file:///Users/wuulong/MakerBk2/QGIS/projects/%E6%B5%81%E5%9F%9F%E6%83%85%E5%A0%B1%E9%96%8B%E6%94%BE%E5%9C%B0%E5%9C%96/0A_%E6%B5%81%E5%9F%9F/0A03_%E6%B7%A1%E6%B0%B4%E6%B2%B3%E6%B5%81%E5%9F%9F/%E5%A4%A7%E5%9D%91%E6%BA%AA_tbn_save.csv?type=csv&maxFields=10000&detectTypes=yes&xField=decimalLongitude&yField=decimalLatitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
各類保護區範圍|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=各類保護區範圍
吉拉哈艾文化景觀區|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=吉拉哈艾文化景觀區
吉拉哈艾文化景觀區.shp|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=吉拉哈艾文化景觀區.shp
土地利用型態|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=土地利用型態|geometrytype=Point
土地利用型態|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=土地利用型態|geometrytype=Polygon
地名|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=地名|geometrytype=Point
地名|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=地名|geometrytype=Polygon
地景文化資料|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=地景文化資料
地質地形資料|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=地質地形資料
太魯閣國家公園|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=太魯閣國家公園
太魯閣國家公園 (#2)|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=太魯閣國家公園 (#2)
新竹水質測站|root/0A01_頭前溪流域|file:///Users/wuulong/MakerBk2/QGIS/projects/%E6%B5%81%E5%9F%9F%E6%83%85%E5%A0%B1%E9%96%8B%E6%94%BE%E5%9C%B0%E5%9C%96/0A_%E6%B5%81%E5%9F%9F/0A01_%E9%A0%AD%E5%89%8D%E6%BA%AA/%E6%96%B0%E7%AB%B9%E6%B0%B4%E8%B3%AA%E6%B8%AC%E7%AB%99.csv?type=csv&maxFields=10000&detectTypes=yes&xField=TWD97Lon&yField=TWD97Lat&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
東螺溪流域-蝴蝶|root/0A05_舊濁水溪流域|file:///Users/wuulong/MakerBk2/QGIS/projects/%E6%B5%81%E5%9F%9F%E6%83%85%E5%A0%B1%E9%96%8B%E6%94%BE%E5%9C%B0%E5%9C%96/0A_%E6%B5%81%E5%9F%9F/0A05_%E8%88%8A%E6%BF%81%E6%B0%B4%E6%BA%AA%E6%B5%81%E5%9F%9F/%E6%9D%B1%E8%9E%BA%E6%BA%AA%E6%B5%81%E5%9F%9F-%E8%9D%B4%E8%9D%B6.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
歷史人文資料|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=歷史人文資料
歷年魚類調查資料-簡表|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=歷年魚類調查資料-簡表
民國100年|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=民國100年
民國102年|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=民國102年|geometrytype=Polygon
民國102年|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=民國102年|geometrytype=Point
民國104年|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=民國104年|geometrytype=Polygon
民國104年|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=民國104年|geometrytype=Point
民國106年|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=民國106年
民國95年|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=民國95年
民國96年|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=民國96年
河川橫向構造物|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=河川橫向構造物
淡水河-子流域範圍|root/0A03_淡水河流域|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A03_淡水河流域/淡水河-子流域範圍.gpkg|layername=29分區-河川
淡水河主要子流域範圍|root/0A03_淡水河流域|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A03_淡水河流域/c1140_main_sub.gpkg|layername=c1140_main_sub
淡水河流域範圍|root/0A03_淡水河流域|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A03_淡水河流域/淡水河流域範圍.geojson|layername=淡水河流域範圍
玉山國家公園 (#2)|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=玉山國家公園 (#2)
玉山國家公園|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=玉山國家公園
環境監測資料|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=環境監測資料
生態調查資料|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=生態調查資料
秀姑巒溪流域範圍|root/0A02_秀姑巒溪流域|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/秀姑巒溪流域範圍.geojson|layername=秀姑巒溪流域範圍
自然保留區1061|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=自然保留區1061
自然保留區|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=自然保留區
舊濁水溪流域範圍|root/0A05_舊濁水溪流域|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A05_舊濁水溪流域/舊濁水溪流域範圍.geojson
花蓮縣保安林|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=花蓮縣保安林
豐南部落與鱉溪(cilamitay)傳統領域範圍|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=豐南部落與鱉溪(cilamitay)傳統領域範圍
野生動物保護區 (#2)|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=野生動物保護區 (#2)
野生動物保護區|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=野生動物保護區
野生動物重要棲息範圍|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=野生動物重要棲息範圍
頭前溪流域範圍|root/0A01_頭前溪流域|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A01_頭前溪/頭前溪流域範圍.geojson|layername=頭前溪流域範圍
鱉溪基本圖資(水線)|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=鱉溪基本圖資(水線)
鱉溪基本圖資(集水區)|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=鱉溪基本圖資(集水區)
鱉溪基本資料|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=鱉溪基本資料
鱉溪水線|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=鱉溪水線
鱉溪流域概要|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=鱉溪流域概要
鱉溪流域空間資料庫|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=鱉溪流域空間資料庫
鱉溪重要地質點位|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=鱉溪重要地質點位
鱉溪集水區|0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新|/Users/wuulong/MakerBk2/QGIS/projects/流域情報開放地圖/0A_流域/0A02_秀姑巒溪流域/鱉溪流域空間資料庫_1090413更新.kmz|layername=鱉溪集水區
